id	pdf_page	starred_heading	contains_editorial_star	first_line
11.77	53	0	0	(Well-known problem). Describe the finite translation planes whose collinea-
11.78	53	0	0	An isomorphism of groups of points of algebraic groups is called semialgebraic
11.80	53	0	0	Let G be a primitive permutation group on a finite set Ω and suppose that,
11.81	53	0	0	A topological group is said to be F -balanced if for any subset X and any
11.83	53	0	0	Is the conjugacy problem soluble for finitely generated abelian-by-polycyclic
11.84	54	0	0	Is the isomorphism problem soluble
11.85	54	0	0	Let F be a free pro-p-group with a basis X and let R = rF be the closed
11.86	54	0	0	Does every group G = ⟨x1 , . . . , xn | r1 = · · · = rm = 1⟩ possess, in a natural
11.87	54	0	0	(Well-known problem). Is the automorphism group of a free metabelian group
11.89	54	0	0	Let k be an
11.90	54	0	0	Let V be a variety of groups and let k be an infinite cardinal number. A group
11.92	54	0	0	What are the soluble hereditary non-one-generator formations of finite groups
11.95	54	0	0	Suppose that G is a p-group G containing an element a of order p such that
11.96	55	1	1	(a) Is it true that, for a given number n, there exist only finitely many finite
11.98	55	0	0	a) (R. Brauer). Find the best-possible estimate of the form |G| ⩽ f (r) where
11.99	55	0	0	Find (in group-theoretic terms) necessary and sufficient conditions for a finite
11.100	55	0	0	Is it true that every periodic conjugacy biprimitively finite group (see 6.59)
11.102	55	0	0	Does there exist a residually soluble but insoluble group satisfying the max-
11.105	55	0	0	b) Let V be a variety of groups. Its relatively free group of given rank has a
11.107	55	0	0	Is there a non-linear locally finite simple group each of whose proper sub-
11.109	55	0	0	Is it true that the union of an ascending series of groups of Lie type of equal
11.111	55	0	0	Does every infinite locally finite simple group G contain a nonabelian finite
11.112	56	0	0	Let L = L(K(p)) be the associated Lie ring of a free countably generated
11.113	56	0	0	(B. Hartley). Is it true that the derived length of a nilpotent periodic group
11.114	56	0	0	Is every locally graded group of finite special rank almost hyperabelian?
11.115	56	0	0	Suppose that X is a free non-cyclic group, N is a non-trivial normal subgroup
11.116	56	0	0	The dimension of a partially ordered set ⟨P, ⩽⟩ is, by definition, the least
11.117	56	0	0	Let X be a soluble non-empty Fitting class. Is it true that every finite
11.118	56	0	0	What are the hereditary soluble local formations F of finite groups such that
11.119	56	0	0	Is it true that, for any non-empty set of primes π, the π-length of any finite
11.120	56	0	0	Let F be a soluble saturated Fitting formation. Is it true that lF (G) ⩽
11.121	56	0	0	Does there exist a local formation of finite groups which has a non-trivial
11.122	56	0	0	Does every non-zero submodule of a free module over the group ring of a
11.123	57	0	0	(Well-known problem). For a given group G, define the following sequence
11.124	57	0	0	Let F be a non-cyclic free group and R a non-cyclic subgroup of F . Is it
11.125	57	0	0	Let G be a finite group admitting a regular elementary abelian
11.127	57	0	0	Is every group of exponent 12 locally finite?                   V. P. Shunkov
12.1	58	0	0	a) H. Bass (Topology, 4, no. 4 (1966), 391–400) has constructed explicitly a
12.3	58	0	0	A p-group is called thin if every set of pairwise incomparable (by inclusion)
12.4	58	0	0	Let G be a group and assume that we have [x, y]3 = 1 for all x, y ∈ G. Is G′
12.6	58	0	0	Let G be a finitely generated group and suppose that H is a p-subgroup of
12.8	58	0	0	Let V be a non-trivial variety of groups and let a1 , . . . , ar freely generate a
12.9	58	0	0	Following Bass, call a group tree-free if there is an ordered Abelian group Λ
12.11	58	0	1	Suppose that G, H are countable or finite groups and A is a proper subgroup
12.12	58	0	0	Is the conjugacy problem for nilpotent finitely generated lattice-ordered
12.13	59	0	0	If ⟨Ω, ⩽⟩ is the countable universal poset, then G = Aut (⟨Ω, ⩽⟩) is simple
12.15	59	1	1	Suppose that, in a finite 2-group G, any two elements are conjugate whenever
12.16	59	0	0	Is the class of groups of recursive automorphisms of arbitrary models closed
12.17	59	0	0	Find a description of autostable periodic abelian groups.                   S. S. Goncharov
12.19	59	0	0	Is it true that, for every n ⩾ 2 and every two epimorphisms φ and ψ of a free
12.20	59	0	0	(Well-known problem). Is R. Thompson’s group
12.21	59	0	0	Let R be a commutative ring with identity and let G be a finite group. Prove
12.23	59	0	0	The index of permutability of a group G is defined to be the minimal integer
12.27	59	0	0	Let G be a simple locally finite group. We say that G is a group of finite
12.28	60	0	1	Let G be a group. A function f : G → C is called
12.29	60	0	0	Classify the locally finite groups for which the augmentation ideal of the
12.30	60	0	0	(O. N. Golovin). On the class of all groups, do there exist associative op-
12.33	60	0	0	Suppose that G is a finite group and x is an element of G such that the
12.34	60	0	0	Describe the finite groups G such that the sum of the cubes of the degrees of
12.35	60	0	0	Suppose that F is a radical composition formation of finite groups. Prove that
12.37	60	1	1	(J. G. Thompson). For a finite group G and natural number n, set G(n) =
12.40	60	0	0	Let φ be an irreducible p-modular character of a finite group G. Find the
12.41	61	1	1	Let F be a free group on two generators x, y and let φ be the automorphism
12.43	61	0	0	(Well-known problem). Does there exist an infinite finitely-generated residu-
12.48	61	0	0	Let G be a sharply doubly transitive permutation group on a set Ω (see
12.50	61	0	0	(Well-known problem). Find an algorithm which decides, by a given finite
12.51	61	1	1	Does the free group F (1 < η < ∞) have a finite subset S for which there
12.52	61	0	0	Is the free l-group Fη of rank η (1 < η < ∞) Hopfian? That is, are l-homo-
12.53	61	0	0	Is it decidable whether or not two elements of a free l-group are conjugate?
12.54	61	0	0	Is there a normal valued l-group G for which there is no abelian l-group A
12.55	62	0	0	Let f (n, p) be the number of groups of order pn . Is f (n, p) an increasing
12.56	62	0	0	Let ⟨X | R⟩ be a finite presentation (the words in R are assumed cyclically
12.57	62	0	0	Suppose that a cyclic group A of order 4 is a T I-subgroup of a finite group G.
12.58	62	0	0	A generalized quadrangle GQ(s, t) with parameters s, t is by definition an
12.59	62	0	0	Does there exist a strongly regular graph with parameters (85, 14, 3, 2) and
12.60	62	0	0	Describe the strongly regular graphs in which the neighborhoods of vertices
12.62	62	0	0	A Frobenius group is a transitive permutation group in which the stabilizer of
12.63	62	0	0	Does there exist a soluble permutation group of infinite degree that has only
12.64	63	0	0	Is it true that for a given number k ⩾ 2 and for any (prime) number n,
12.66	63	0	0	Describe the finite translation planes whose collineation groups act doubly
12.67	63	0	0	Describe the structure of the locally compact soluble groups with the maxi-
12.68	63	0	0	Describe the locally compact abelian groups in which any two closed subgroups
12.69	63	0	0	Let F be a countably infinite field and G a finite group of automorphisms
12.72	63	0	0	Let F be a soluble local hereditary formation of finite groups. Prove that F is
12.73	63	0	0	A formation H of finite groups is said to have length t if there is a chain of
12.75	63	0	0	(B. Jonsson). Is the class N of the lattices of normal subgroups of groups
12.81	63	0	0	What is the cardinality of the set of subvarieties of the group variety A3p
12.85	63	0	0	Does every variety which is generated by a (known) finite simple group con-
12.86	63	0	0	For each known finite simple group, find its maximal 2-generator direct power.
12.87	64	0	0	Let Γ be a connected undirected graph without loops or multiple edges and
12.88	64	0	0	An undirected graph is called a locally finite Cayley graph of a group G if
12.89	64	0	0	Describe the infinite connected graphs to which the sequences of finite con-
12.92	64	0	0	For a field K of characteristic 2, each finite group G = {g1 , . . . , gn } of odd
12.95	64	0	0	Let G be a finitely generated pro-p-group and let g1 , . . . , gn ∈ G. Let H be an
12.100	64	0	0	Is every periodic group with a regular automorphism of order 4 locally finite?
12.101	65	0	0	We call a group G containing an involution i a T0 -group if
13.1	66	0	0	Let U (K) denote the group of units of a ring K. Let G be a finite group, ZG
13.2	66	0	0	Does there exist a finitely based variety of groups V such that the word problem
13.3	66	0	0	Let M be an arbitrary variety of groups. Is it true that every infinitely generated
13.4	66	0	0	Let G be a group with a normal (pro-) 2-subgroup N such that G/N is isomor-
13.5	66	0	0	Groups A and B are said to be locally equivalent if for every finitely generated
13.6	66	0	0	(B. Hartley). Is it true that a locally finite group containing an element with
13.7	66	0	0	(B. Hartley). Is it true that a simple locally finite group containing a finite
13.8	66	0	1	(B. Hartley). Is it true that a locally soluble periodic group has a finite normal
13.9	66	0	0	Is it true that a locally soluble periodic group containing a finite nilpotent
13.12	67	0	0	Is the group of all automorphisms of an arbitrary hyperbolic group finitely
13.13	67	0	0	Let G and H be finite p-groups with isomorphic Burnside rings. Is the nilpo-
13.14	67	0	0	Is the lattice of quasivarieties of nilpotent torsion-free groups of nilpotency
13.15	67	0	0	Does a free non-abelian nilpotent group of class 3 possess an independent
13.17	67	0	0	A representation of a group G on a vector space V is called a nil-represen-
13.19	67	0	0	Suppose that both a group Q and its normal subgroup H are subgroups of
13.20	67	0	0	Is it true that the generating series of the growth function of every finitely
13.21	67	0	0	b) What is the minimal possible rate of growth of the function π(n) = max |g|
13.22	67	0	0	Let the group G = AB be the product of two polycyclic subgroups A and B,
13.23	67	1	1	Let the group G have a finite normal series with infinite cyclic factors (con-
13.24	68	0	0	Let G be a non-discrete topological group with only finitely many ultrafilters
13.25	68	0	0	Let (G, τ ) be a topological group with finite semigroup τ (G) of ultrafilters
13.27	68	0	0	(B. Amberg). Suppose that G = AB = AC = BC for a group G and its
13.30	68	0	0	A group G is called a B-group if every primitive permutation group which
13.31	68	0	0	Let G be a permutation group on a set Ω. A sequence of points of Ω is a base
13.32	68	0	0	(Well-known problem). On a group, a partial order that is directed upwards
13.35	68	0	0	Does every non-soluble pro-p-group of cohomological dimension 2 contain a
13.36	68	0	0	For a finitely generated pro-p-group G set an (G) = dim Fp I n /I n+1 , where I
13.37	68	0	0	Let G be a torsion-free pro-p-group, U an open subgroup of G. Suppose that
13.39	69	0	0	Let A be an associative ring with unity and with torsion-free additive group,
13.41	69	0	0	Is the elementary theory of the class of all groups acting freely on Λ-trees
13.42	69	0	0	Prove that the tensor A-completion (see A. G. Myasnikov, V. N. Remeslenni-
13.43	69	1	1	(G. R. Robinson). Let G be a finite group and B be a p-block of characters
13.44	69	0	0	For any partition of an arbitrary group G into finitely many subsets G =
13.48	69	0	0	(W. W. Comfort, J. van Mill). A topological group is said to be irresolvable
13.49	69	0	0	(V. I. Malykhin). Can a topological group be partitioned into two dense
13.51	70	0	0	Is every finite modular lattice embeddable in the lattice of formations of finite
13.52	70	0	0	The dimension of a finitely based variety of algebras V is defined to be the
13.53	70	0	0	Let a, b be elements of finite order of the infinite group G = ⟨a, b⟩. Is it
13.54	70	0	0	a) Is it true that, for p sufficiently large, every (finite) p-group can be a com-
13.55	70	0	0	Does there exist a Golod group (see 9.76), which is isomorphic to an AT -
13.57	70	0	0	Let φ be an automorphism of prime order p of a finite group G such that
13.59	70	0	0	One can show that any extension of shape Zd . S Ld (Z) is residually finite,
13.60	70	0	0	If a locally graded group G is a product of two subgroups of finite special
13.64	70	0	0	Let πe (G) denote the set of orders of elements of a group G. A group G is
13.65	71	0	0	A finite simple group is called a Kn -group if its order is divisible by exactly
13.67	71	0	0	Let G be a T0 -group (see 12.101), i an involution in G and G = ⟨ig | g ∈ G⟩.
14.2	72	0	0	(S. D. Berman). Prove that every automorphism of the centre of the integral
14.3	72	0	0	Is it true that every central unit of the integral group ring of a finite group is
14.4	72	1	1	a) Is it true that there exists a nilpotent group G for which the lattice L (G) of
14.5	72	0	1	Let G be an infinite group admitting non-discrete Hausdorff group topologies,
14.6	73	0	1	A group Γ is said to have Property Pnai if, for any finite subset F of Γ \ {1},
14.7	73	0	0	Let Γg be the fundamental group of a closed surface of genus g ⩾ 2. For
14.8	73	0	0	Let G denote the group of germs at +∞ of orientation-preserving homeomor-
14.9	73	0	1	(Well-known problem). Let W ∗ (Fk ) denote the von Neumann algebra of the
14.10	73	0	0	c) Find an explicit and “natural” finitely presented group Γn and an embed-
14.11	74	0	0	(Yu. I. Merzlyakov). It is a well-known fact that for the ring R = Q[x, y] the
14.12	74	0	0	(Yu. I. Merzlyakov, J. S. Birman). Is it true that all braid groups Bn , n ⩾ 3,
14.14	74	0	0	(C. C. Edmunds, G. Rosenberger). We call a pair of natural numbers (k, m)
14.15	74	0	0	For the automorphism group An = Aut Fn of a free group Fn of rank n ⩾ 3
14.16	74	0	0	Following Yu. I. Merzlyakov we define the width of a verbal subgroup V (G)
14.17	74	0	0	Let IMA(G) denote the subgroup of the automorphism group Aut G consisting
14.18	74	0	0	We say that a family of groups D discriminates a group G if for any finite
14.19	74	1	1	We say that a group G has the Noetherian Equation Property if every system
14.20	75	1	1	Does a free product of two groups have the Noetherian Equation Property
14.21	75	0	0	Does a free pro-p-group have the Noetherian Equation Property?
14.22	75	0	1	Prove that any irreducible system of equations S(x1 , . . . , xn ) = 1 with
14.23	75	1	1	Let Fn be a free group with basis {x1 , . . . , xn }, and let | · | be the
14.24	75	0	0	Let Aut Fn be the automorphism group of a free group of rank n with norm
14.26	75	0	0	A quasivariety M is closed under direct Z-wreath products if the direct wreath
14.28	75	0	0	Let F be a soluble Fitting formation of finite groups with Kegel’s property,
14.29	76	0	0	Is there a soluble Fitting class of finite groups F such that F is not a formation
14.30	76	0	0	Let lFitX be the local Fitting class generated by a set of groups X and let Ψ(G)
14.31	76	0	0	Is the lattice of Fitting subclasses of the Fitting class generated by a finite
14.35	76	0	0	Is every finitely presented group of prime exponent finite?                  N. D. Gupta
14.36	76	0	0	A group G is called a T -group if every subnormal subgroup of G is normal,
14.37	76	0	0	Let G(n) be one of the classical groups (special, orthogonal, or symplectic) of
14.38	76	0	0	For every pro-p-group G of (2 × 2)-matrices for p ̸= 2 an analogue of the Tits
14.39	76	0	0	Let F (V ) be a free group of some variety of pro-p-groups V . Is there a uniform
14.40	76	0	0	Is a free pro-p-group representable as an abstract group by matrices over
14.41	76	0	0	A group G is said to be para-free if all factors γi (G)/γi+1 (G) of its lower
14.42	77	0	0	Is a free pro-p-group representable by matrices over an associative-commuta-
14.43	77	0	0	Suppose that a finite group G has the form G = AB, where A and B are
14.44	77	0	0	Let k(X) denote the number of conjugacy classes of a finite group X. Suppose
14.45	77	0	0	Does there exist a (non-abelian simple) linearly right-orderable group all of
14.46	77	0	0	A finite group G is said to be almost simple if T ⩽ G ⩽ Aut(T ) for some
14.47	77	0	0	Is the lattice of all soluble Fitting classes of finite groups modular?
14.51	78	0	0	(Well-known problems). Is there a finite basis for the identities of any
14.53	78	0	0	Conjecture: Let G be a profinite group such that the set of solutions of the
14.54	78	1	1	Let k(G) denote the number of conjugacy classes of a finite group G. Is it
14.55	78	0	0	b) Prove that the Nottingham group J = N (Z/pZ) (as defined in Archive,
14.56	78	0	0	Prove that if G is an infinite pro-p-group with G/γ2p+1 (G) isomorphic to
14.57	78	0	0	Describe the hereditarily just infinite pro-p-groups of finite width.
14.58	78	0	0	a) Suppose that A is a periodic group of regular automorphisms of an abelian
14.59	78	0	0	Suppose that G is a triply transitive group in which a stabilizer of two points
14.61	79	0	0	Determine all pairs (S , G), where S is a semipartial geometry and G is
14.64	79	0	0	(M. F. Newman). Classify the finite 5-groups of maximal class; computer
14.65	79	0	0	(Well-known problem). For a finite group G let ρ(G) denote the set of prime
14.67	79	0	0	Suppose that a is a non-trivial element of a finite group G such that |CG (a)| ⩾
14.68	79	0	0	(Well-known problem). Suppose that F is an automorphism of order 2 of the
14.69	79	0	1	For every finite simple group find the minimum of the number of generating
14.70	80	0	0	A group G is called n-Engel if it satisfies the identity [x, y, . . . , y] = 1, where
14.72	80	0	0	Let X be a regular algebraic variety over a field of arbitrary characteristic,
14.73	80	0	0	Conjecture: There is a function f on the natural numbers such that, if Γ is
14.74	80	0	0	Let k(G) denote the number of conjugacy classes of a finite group G. Is it
14.75	80	0	0	Suppose that G = {G1 , G2 , . . .} is a family of finite 2-generated groups which
14.76	80	0	0	Does there exist an absolute constant c such that any finite p-group P has an
14.78	81	0	0	Suppose that H ⊆ F1 ⊆ M and H ⊆ F2 ⊆ M where H and M are
14.79	81	0	0	Suppose that F = MH = lFit(G) is a soluble one-generated local Fitting class
14.81	81	0	0	Prove that the formation generated by a finite group has only finitely many
14.83	81	0	0	We say that an infinite simple group G is a monster of the third kind if for
14.84	81	0	0	An element g of a (relatively) free group Fr (M) of rank r of a variety M is
14.85	81	1	1	Suppose that an endomorphism φ of a free metabelian group of rank r takes
14.89	81	0	0	(E. A. O’Brien, A. Shalev). Let P be a finite p-group of order pm and let
14.90	82	0	0	Let P be a finite p-group of abundance a and nilpotency class c. Does there
14.91	82	0	0	Let p be a fixed prime. Do there exist finite p-groups of abundance a for any
14.93	82	0	0	Let N (Z/pZ) be the group defined in Archive, 12.24 (the so-called “Notting-
14.94	82	0	0	For each positive integer r find the p-cohomological dimension
14.95	82	0	0	(C. R. Leedham-Green, P. M. Neumann, J. Wiegold). For a finite p-group P ,
14.97	82	0	0	Is it true that for any two different prime numbers p and q there exists a non-
14.98	82	1	1	We say that a metric space is a 2-end one (a narrow one), if it is quasiiso-
14.99	82	0	0	a) A formation F of finite groups is called superradical if it is Sn -closed and
14.100	83	0	0	Is it true that in a Shunkov group (i. e. conjugately biprimitively finite group,
14.101	83	0	0	A group G is saturated with groups from a class X if every finite subgroup
14.102	83	1	1	(V. Lin). Let B be the braid group on n strings, and let n > 4.
15.1	84	0	1	(P. Longobardi, M. Maj, A. H. Rhemtulla). Let w = w(x1 , . . . , xn ) be a group
15.2	84	0	0	By a theorem of W. Burnside, if χ ∈ Irr(G) and χ(1) > 1, then there exists
15.3	84	0	0	Let α and β be faithful non-linear irreducible characters of a finite group G.
15.8	84	0	0	b) Let G be any Lie group (indeed, any separable continuous group) made
15.9	85	0	0	An automorphism φ of the free group Fn on the free generators x1 , x2 , . . . , xn
15.11	85	0	0	(M. Morigi). An automorphism of a group is called a power automorphism
15.12	85	0	0	Let G be a group acting faithfully and level-transitively by automorphisms
15.13	85	0	0	Do there exist finitely presented branch groups?
15.14	85	1	1	b) Do there exist finitely generated branch groups that are non-amenable
15.16	85	0	0	Do there exist groups whose rate of growth is e n
15.19	86	0	1	Let p be a prime, and Fp the class of finitely generated groups acting faith-
15.20	86	0	0	(B. Hartley). An infinite transitive permutation group is said to be barely
15.21	86	0	0	(B. Hartley). Do there exist torsion-free barely transitive groups?
15.22	86	0	0	A permutation group is said to be finitary if each of its elements moves only
15.23	86	0	0	A transitive permutation group is said to be totally imprimitive if every finite
15.26	86	1	1	A partition of a group is a representation of it as a set-theoretic union of
15.28	86	0	0	Suppose that a finite p-group G is the product of two subgroups: G = AB.
15.29	87	0	0	(A. Mann). The dihedral group of order 8 is isomorphic to its own automor-
15.30	87	0	0	Is it true that every finite abelian p-group is isomorphic to the Schur multiplier
15.31	87	0	0	M. R. Vaughan-Lee and J. Wiegold (Proc. R. Soc. Edinburgh Sect. A, 95
15.32	87	0	0	Does there exist a function f (k) (possibly depending also on p) such that if
15.36	87	0	0	For a class M of groups let L(M ) be the class of groups G such that the
15.37	87	0	0	Let G be a group satisfying the minimum condition for centralizers. Suppose
15.40	87	1	1	Let N be a nilpotent subgroup of a finite simple group G. Is it true that
15.41	88	0	0	Let R(m, p) denote the largest finite m-generator group of prime exponent p.
15.42	88	0	0	Is it true that the group algebra k[F ] of R. Thompson’s group F (see 12.20)
15.44	88	0	0	a) Let G be a reductive group over an algebraically closed field K of arbitrary
15.45	89	0	1	We define the class of hierarchically decomposable groups in the following
15.46	89	0	0	Can the question 7.28 on conditions for admissibility of an elementary carpet
15.47	89	0	0	Let M < G ⩽ Sym(Ω), where Ω is finite, be such that M is transitive on Ω
15.48	89	0	0	Let G be any non-trivial finite group, and let X be any generating set for G.
15.50	89	0	0	Let G be a group of automorphisms of an abelian group of prime exponent.
15.51	89	0	0	Suppose that G is a periodic group satisfying the identity [x, y]5 = 1. Is then
15.52	90	0	0	(Well-known problem). By a famous theorem of Wielandt the sequence G0 =
15.53	90	1	1	Let S be the set of all prime numbers p for which there exists a finite simple
15.54	90	0	0	Suppose that G is a periodic group containing an involution i such that the
15.55	90	0	0	a) The Monster, M , is a 6-transposition group. Pairs of Fischer transpositions
15.56	90	0	0	Is there a spin manifold such that the Monster acts on its loop space? Perhaps
15.57	90	0	0	Suppose that H is a subgroup of SL2 (Q) that is dense in the Zariski topology
15.58	90	0	1	Suppose that a free profinite product G ∗ H is a free profinite group of finite
15.59	91	0	0	Does there exist a profinite group G that is not free but can be represented
15.61	91	0	0	Is it true that lπn (G) ⩽ n(Gπ ) − 1 + maxp∈π lp (G) for any π-soluble group G?
15.63	91	0	0	a) Let Fn be the free group of finite rank n on the free generators x1 , . . . , xn .
15.64	91	0	0	For finite groups G, X define r(G; X) to be the number of inequivalent actions
15.65	91	0	0	A square matrix is said to be separable if its minimal polynomial has no
15.66	92	0	0	For a class X of groups let gX (n) be the number of groups of order n in the
15.67	92	0	0	Which adjoint Chevalley groups (of normal type) over the integers are gener-
15.68	92	0	0	Does there exist an infinite finitely generated 2-group (of finite exponent) all
15.69	92	0	0	Is it true that every hyperbolic group has a free normal subgroup with the
15.70	92	1	1	Do there exist groups of arbitrarily large cardinality that satisfy the mini-
15.71	92	0	0	(B. Huppert). Let G be a finite solvable group, and let ρ(G) denote the
15.72	92	0	0	For a fixed prime p does there exist a sequence of groups Pn of order
15.73	93	0	0	Is it true that for every finite lattice L there exists a finite group G and a
15.74	93	0	0	For every prime p find a finite p-group of nilpotence class p such that its
15.75	93	0	0	b) Consider the sequence u1 = [x, y], . . ., un+1 = [[un , x], [un , y]]. Is it true
15.76	93	0	0	b) If Θ is a variety of groups, then let Θ0 denote the category of all free groups
15.77	93	0	0	Elements a, b of a group G are said to be symmetric with respect to an element
15.78	93	0	0	(R. I. Grigorchuk). Is it true that for any n-colouring of a free group of any
15.80	93	1	1	A sequence {F } of pairwise disjoint finite subsets of a topological group is
15.82	94	0	0	Suppose that a periodic group G contains a strongly isolated 2-subgroup U .
15.83	94	0	0	(Yu. I. Merzlyakov).
15.84	94	0	0	Yu. I. Merzlyakov (Sov. Math. Dokl., 19 (1978), 64–68) proved that if the
15.85	94	0	0	A torsion-free group all of whose subgroups are subnormal is nilpotent
15.87	94	0	0	Suppose that a 2-group G admits a regular periodic locally cyclic group of
15.88	94	0	0	Let A and Nc denote the varieties of abelian groups and nilpotent groups of
15.89	94	0	0	Let Γ be an infinite undirected connected vertex-symmetric graph of finite
15.90	94	0	0	Let Γ be an infinite directed graph, and Γ the underlying undirected graph.
15.91	95	0	0	Is it true that any irreducible faithful representation of a linear group G of
15.92	95	0	0	A group x, y | xl = y m = (xy)n is called the triangle group with parame-
15.93	95	0	0	Let G be a pro-p group, p > 2, and φ an automorphism of G of order 2.
15.94	95	0	1	Define the weight of a group G to be the minimum number of generators of G
15.95	95	0	0	(A. Mann, Ch. Praeger). Suppose that all fixed-point-free elements of a tran-
15.96	95	0	0	An automorphism φ of a group G is called a splitting automorphism of order
15.97	95	0	0	Let p be a prime. A group G satisfies the p-minimal condition if there are no
15.98	96	0	0	Let F be a saturated formation, and G a finite soluble minimal non-F-group
15.99	96	0	0	Let f (n) be the number of isomorphism classes of finite groups of order n.
15.100	96	0	0	Is a periodic group locally finite if it has a non-cyclic subgroup of order 4
15.101	96	0	0	Is a periodic group locally finite if it has an involution whose centralizer is
15.102	96	0	0	(W. Magnus). An element r of a free group Fn is called a normal root of an
15.103	96	0	0	(Well-known problem). Is the group Out(F3 ) of outer automorphisms of a
15.104	96	0	0	Let n be a positive integer and let w be a group word in the variables
16.1	97	0	0	Let G be a finite non-abelian group, and Z(G) its centre. One can associate a
16.3	97	0	0	Is it true that if G is a finite group with all conjugacy classes of distinct sizes,
16.4	97	0	0	Let G be a finite group with C, D two nontrivial conjugacy classes such that
16.5	97	0	0	A group is said to be perfect if it coincides with its derived subgroup. Does
16.6	97	0	0	Can a perfect locally finite p-group be generated by a subset of bounded
16.7	97	0	0	Is it true that the membership problem is undecidable for any semidirect
16.9	97	0	0	An element g of a free group Fn on the free generators x1 , . . . , xn is called a
16.10	98	0	0	Is there an algorithm for finding the primitive length of a given element of Fn ?
16.11	98	1	1	Let G be a finite p-group. Does there always exist a finite p-group H such
16.14	98	0	0	Let G be a finite 2-group such that Ω1 (G) ⩽ Z(G). Is it true that the rank
16.15	98	0	0	An element g of a group G is an Engel element if for every h ∈ G there exists
16.16	98	0	0	a) Does the set of (not necessarily boundedly) Engel elements of a group
16.18	98	0	0	Does there exist a linearly orderable soluble group of derived length exactly n
16.19	98	0	0	Is the variety of lattice-ordered groups generated by nilpotent groups finitely
16.20	98	0	0	Let M be a quasivariety of groups. The dominion domM       A (H) of a subgroup
16.21	98	0	0	Given a non-central matrix α ∈ SLn (F ) over a field F for n > 2, is it true
16.22	99	0	0	(Well-known problem.) Let En (A) be the subgroup of GLn (A) generated by
16.23	99	0	0	Is there, for some n > 2 and a ring A with 1, a matrix in En (A) that is
16.26	99	0	0	We say that the prime graphs of finite groups G and H coincide if the sets
16.28	99	0	0	Let G be a connected linear reductive algebraic group over a field of positive
16.29	99	0	0	Which finite simple groups of Lie type G have the following property: for
16.30	99	0	0	Suppose that A and B are subgroups of a group G and G = AB. Will G have
16.32	99	0	0	Suppose that a group G has a composition series and let Fit(G) be the Fitting
16.33	99	0	0	Suppose that a finite p-group G has an abelian subgroup A of order pn . Does
16.34	100	0	0	Suppose that G is a finitely generated group acting faithfully on a regular
16.38	100	0	0	Let G be a soluble group, and let A and B be periodic subgroups of G. Is
16.39	100	0	0	(J. E. Humphreys, D. N. Verma). Let G be a semisimple algebraic group over
16.40	100	0	0	Let ∆ be a subgroup of the automorphism group of a free pro-p group of finite
16.41	100	0	0	Let F be a free pro-p group of finite rank n > 1. Does Aut F possess an open
16.44	100	0	0	Is there in ZFC a countable non-discrete topological group not containing
16.45	100	0	0	Let G be a permutation group on a set Ω. A sequence of points of Ω is a base
16.46	101	0	0	Among the finitely-presented groups that act arc-transitively on the (infinite)
16.47	101	0	0	(P. Conrad). Is it true that every torsion-free abelian group admits an Archi-
16.48	101	1	1	A group H is said to have generalized torsion if there exists an element h ̸= 1
16.51	101	1	1	Do there exist groups that can be right-ordered in infinitely countably many
16.53	101	0	0	Let d(G) denote the smallest cardinality of a generating set of the group G.
16.56	101	0	0	The spectrum ω(G) of a group G is the set of orders of elements of G. Suppose
16.60	101	0	0	If G is a finite group, let T (G) be the sum of the degrees of the irreducible
16.63	102	0	0	Is there a non-trivial finite p-group G of odd order such that |Aut G| = |G|?
16.64	102	0	0	A non-abelian variety in which all finite groups are abelian is called pseudo-
16.66	102	0	0	For a group G, let Dn (G) denote the n-th dimension subgroup of G,
16.68	102	0	0	Let W (x, y) be a non-trivial reduced group word, and G one of the groups
16.69	102	0	0	Let W be as above.
16.70	102	0	0	Suppose that a finitely generated group G acts freely on an A-tree, where A
16.72	102	0	0	Does there exist an exponential-time algorithm for obtaining a JSJ-decompo-
16.73	103	0	1	b) Let G be a group generated by a finite set S, and let l(g) denote the word
16.74	103	0	0	b) Is it true that all groups generated by automata of polynomial growth in
16.76	103	0	0	We call a group G strictly real if each of its non-trivial elements is conjugate
16.77	103	0	0	It is known that in every Noetherian group the nilpotent radical coincides
16.78	103	0	0	Do there exist linear non-abelian simple groups without involutions?
16.80	103	0	0	Suppose that a group G is obtained from the free product of torsion-free
16.83	103	0	0	b) Let En be a free locally nilpotent n-Engel group on countably many
16.84	103	0	0	Can the braid group Bn , n ⩾ 4, act faithfully on a regular rooted tree by
16.87	103	0	0	Let M be a variety of groups and let Gr be a free r-generator group in M. A
16.88	104	0	0	(G. M. Bergman). The width of a group G with respect to a generating set X
16.89	104	0	0	(G. M. Bergman). Is it true that the automorphism group of an infinitely
16.90	104	0	0	Is it true that the automorphism group Aut F of an infinitely generated free
16.91	104	0	0	Let F be an infinitely generated free group. Is there an IA-automorphism of
16.92	104	0	0	Let F be an infinitely generated free group. Is Aut F equal to its derived
16.93	104	0	0	Let Fn be a free group of finite rank n ⩾ 2. Is the group Inn Fn of inner
16.94	104	0	0	If G = [G, G], then the commutator width of the group G is its width relative
16.95	104	0	0	Conjecture: If F is a field and A is in GL(n, F ), then there is a permutation
16.96	104	0	0	Let G be a locally finite n-Engel p-group where p a prime greater than n. Is
16.97	105	0	0	Let G be a torsion-free group with all subgroups subnormal of defect at
